Cohort,Side,Model,CV_BalancedAccuracy,Test_Accuracy,Test_BalancedAccuracy,Test_Sensitivity,Test_Specificity,Test_F1_Macro,Test_ROC_AUC,RunDir
All_coef,left,PointNet,0.6971669031658266,0.8133333333333334,0.7731481481481481,0.6296296296296297,0.9166666666666666,0.7855392156862745,0.9212962962962963,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\pointnet_runs\All_coef\left\20260919_164632
