number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_lr,params_weight_decay,state
0,0.5930047694753577,2026-09-19 21:23:56.483850,2026-09-19 21:24:04.406199,0 days 00:00:07.922349,8,0.16239780813448107,0.0003574712922600243,0.006351221010640704,COMPLETE
1,0.5,2026-09-19 21:24:04.406199,2026-09-19 21:24:11.200880,0 days 00:00:06.794681,16,0.4879639408647978,0.00012184186502221769,0.0029154431891537554,COMPLETE
2,0.5882352941176471,2026-09-19 21:24:11.200880,2026-09-19 21:24:14.271830,0 days 00:00:03.070950,32,0.3099025726528951,0.0016967533607196547,7.068974950624607e-06,COMPLETE
3,0.47297297297297297,2026-09-19 21:24:14.271830,2026-09-19 21:24:16.985178,0 days 00:00:02.713348,8,0.2465447373174767,0.0004345454109729479,1.461896279370496e-05,PRUNED
4,0.5,2026-09-19 21:24:16.985178,2026-09-19 21:24:17.919544,0 days 00:00:00.934366,32,0.1185801650879991,0.000471705203762518,0.0013826232179369874,PRUNED
5,0.5,2026-09-19 21:24:17.919544,2026-09-19 21:24:18.947516,0 days 00:00:01.027972,32,0.4233589392465845,0.0007896186801026692,4.809461967501575e-06,PRUNED
6,0.5476947535771065,2026-09-19 21:24:18.947516,2026-09-19 21:24:24.638197,0 days 00:00:05.690681,8,0.29807076404450805,0.00028180680291847244,2.4586032763280077e-06,PRUNED
7,0.5,2026-09-19 21:24:24.638197,2026-09-19 21:24:26.835099,0 days 00:00:02.196902,16,0.3080272084711243,0.00011240768803005555,0.004337920697490943,PRUNED
8,0.5023847376788553,2026-09-19 21:24:26.835099,2026-09-19 21:24:31.510831,0 days 00:00:04.675732,8,0.4579309401710595,0.000642033033629786,5.4880470007660465e-06,PRUNED
9,0.5,2026-09-19 21:24:31.510831,2026-09-19 21:24:33.036007,0 days 00:00:01.525176,16,0.23013213230530574,0.0007641361869233315,0.0048696409415209,PRUNED
