number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_lr,params_weight_decay,state
0,0.7012987012987013,2026-09-19 22:28:39.489627,2026-09-19 22:28:48.292524,0 days 00:00:08.802897,8,0.17799726016810133,0.0003574712922600243,0.006351221010640704,COMPLETE
1,0.6179653679653679,2026-09-19 22:28:48.292524,2026-09-19 22:28:53.453555,0 days 00:00:05.161031,16,0.5849549260809972,0.00012184186502221769,0.0029154431891537554,COMPLETE
2,0.5746753246753247,2026-09-19 22:28:53.453555,2026-09-19 22:28:56.765074,0 days 00:00:03.311519,32,0.36237821581611895,0.0016967533607196547,7.068974950624607e-06,COMPLETE
3,0.5984848484848485,2026-09-19 22:28:56.766066,2026-09-19 22:29:02.632131,0 days 00:00:05.866065,8,0.28318092164684583,0.0004345454109729479,1.461896279370496e-05,PRUNED
4,0.5,2026-09-19 22:29:02.632131,2026-09-19 22:29:03.644083,0 days 00:00:01.011952,32,0.12322520635999887,0.000471705203762518,0.0013826232179369874,PRUNED
5,0.5432900432900433,2026-09-19 22:29:03.644083,2026-09-19 22:29:04.762081,0 days 00:00:01.117998,32,0.5041986740582306,0.0007896186801026692,4.809461967501575e-06,PRUNED
6,0.9069264069264069,2026-09-19 22:29:04.762081,2026-09-19 22:29:14.718931,0 days 00:00:09.956850,8,0.34758845505563507,0.00028180680291847244,2.4586032763280077e-06,COMPLETE
7,0.474025974025974,2026-09-19 22:29:14.718931,2026-09-19 22:29:16.282828,0 days 00:00:01.563897,16,0.3600340105889054,0.00011240768803005555,0.004337920697490943,PRUNED
8,0.4880952380952381,2026-09-19 22:29:16.282828,2026-09-19 22:29:18.917125,0 days 00:00:02.634297,8,0.5474136752138244,0.000642033033629786,5.4880470007660465e-06,PRUNED
9,0.5,2026-09-19 22:29:18.917125,2026-09-19 22:29:20.310997,0 days 00:00:01.393872,16,0.2626651653816322,0.0007641361869233315,0.0048696409415209,PRUNED
