number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_lr,params_weight_decay,state
0,0.8761275518278209,2026-09-19 20:32:30.852905,2026-09-19 20:32:45.543749,0 days 00:00:14.690844,8,0.16239780813448107,0.0003574712922600243,0.006351221010640704,COMPLETE
1,0.8521918025003956,2026-09-19 20:32:45.543749,2026-09-19 20:32:57.888904,0 days 00:00:12.345155,16,0.4879639408647978,0.00012184186502221769,0.0029154431891537554,COMPLETE
2,0.8606583320145592,2026-09-19 20:32:57.888904,2026-09-19 20:33:01.063212,0 days 00:00:03.174308,32,0.3099025726528951,0.0016967533607196547,7.068974950624607e-06,COMPLETE
3,0.871894287070739,2026-09-19 20:33:01.063212,2026-09-19 20:33:17.123560,0 days 00:00:16.060348,8,0.2465447373174767,0.0004345454109729479,1.461896279370496e-05,COMPLETE
4,0.731009653426175,2026-09-19 20:33:17.123560,2026-09-19 20:33:20.556359,0 days 00:00:03.432799,32,0.1185801650879991,0.000471705203762518,0.0013826232179369874,PRUNED
5,0.8789365405918659,2026-09-19 20:33:20.556359,2026-09-19 20:33:25.235524,0 days 00:00:04.679165,32,0.4233589392465845,0.0007896186801026692,4.809461967501575e-06,COMPLETE
6,0.6633961069789523,2026-09-19 20:33:25.235524,2026-09-19 20:33:32.878431,0 days 00:00:07.642907,8,0.29807076404450805,0.00028180680291847244,2.4586032763280077e-06,PRUNED
7,0.6633961069789523,2026-09-19 20:33:32.878431,2026-09-19 20:33:37.923064,0 days 00:00:05.044633,16,0.3080272084711243,0.00011240768803005555,0.004337920697490943,PRUNED
8,0.8845940813419845,2026-09-19 20:33:37.923064,2026-09-19 20:33:52.453437,0 days 00:00:14.530373,8,0.4579309401710595,0.000642033033629786,5.4880470007660465e-06,COMPLETE
9,0.6591628422218705,2026-09-19 20:33:52.453437,2026-09-19 20:33:55.754989,0 days 00:00:03.301552,16,0.23013213230530574,0.0007641361869233315,0.0048696409415209,PRUNED
