number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_lr,params_recon_weight,params_weight_decay,state
0,0.6958775122645988,2026-09-19 21:50:54.564766,2026-09-19 21:51:39.967273,0 days 00:00:45.402507,8,0.16239780813448107,0.0003574712922600243,0.011900590783184251,0.006351221010640704,COMPLETE
1,0.5663079601202722,2026-09-19 21:51:39.967273,2026-09-19 21:51:51.924203,0 days 00:00:11.956930,32,0.4329770563201687,0.00190303683817358,0.018891200276189388,0.00025378155082656634,COMPLETE
2,0.66347523342301,2026-09-19 21:51:51.924203,2026-09-19 21:52:22.983915,0 days 00:00:31.059712,16,0.21649165607921678,0.00018559980846490597,0.06252287916406217,5.415244119402541e-06,COMPLETE
3,0.5492957746478874,2026-09-19 21:52:22.983915,2026-09-19 21:52:28.703699,0 days 00:00:05.719784,32,0.1798695128633439,0.000160712385120399,0.04666963767236924,1.4742753159914662e-05,PRUNED
4,0.7254312391201139,2026-09-19 21:52:28.703699,2026-09-19 21:53:17.354397,0 days 00:00:48.650698,8,0.4795542149013333,0.000750011895041699,0.18043311207136256,1.5339162591163623e-06,COMPLETE
5,0.6578572558949201,2026-09-19 21:53:17.355399,2026-09-19 21:53:38.101396,0 days 00:00:20.745997,16,0.14881529393791154,0.0015635108708133452,0.04407984038169244,1.6536937182824424e-05,PRUNED
6,0.5591865801550878,2026-09-19 21:53:38.101396,2026-09-19 21:53:51.241564,0 days 00:00:13.140168,16,0.3080272084711243,0.00011240768803005555,0.05143828405076928,0.004337920697490943,PRUNED
7,0.671862636493116,2026-09-19 21:53:51.241564,2026-09-19 21:54:21.110787,0 days 00:00:29.869223,16,0.3391599915244341,0.00018752209455786411,0.15826541904647565,0.00755681014127443,PRUNED
8,0.5507200506409242,2026-09-19 21:54:21.110787,2026-09-19 21:54:28.573794,0 days 00:00:07.463007,32,0.20853961270955837,0.00013511829476450826,0.11973258472758717,6.0803901902966035e-06,PRUNED
9,0.6873714195284064,2026-09-19 21:54:28.573794,2026-09-19 21:54:47.013580,0 days 00:00:18.439786,32,0.12982025747190834,0.0003364867144187955,0.19229567074543377,1.329652145729951e-05,COMPLETE
